Date,Product,Category,Price,Units,Total,Discount,Region,Sales_Rep,Payment_Method,Customer_Segment
2023-01-25,Bookshelf,Furniture,112.18,1,104.33,0.07,West,Jennifer Martinez,Debit Card,Corporate
2023-01-25,Filing Cabinet,Furniture,538.61,4,2154.44,0.0,West,Robert Taylor,PayPal,Small Business
2023-01-25,Mouse,Accessories,82.33,2,164.66,0.0,East,Lisa Anderson,Bank Transfer,Corporate
2023-01-25,Notebook,Office Supplies,8.95,5,44.75,0.0,East,David Brown,Credit Card,Small Business
2023-01-25,Office Chair,Furniture,299.15,1,281.2,0.06,West,Jennifer Martinez,Bank Transfer,Individual
2023-01-25,Monitor Stand,Accessories,42.31,5,211.55,0.0,North,John Smith,PayPal,Individual
2023-01-25,Pen Set,Office Supplies,17.5,3,52.5,0.0,West,Robert Taylor,PayPal,Corporate
2023-01-25,Stapler,Office Supplies,33.86,2,61.63,0.09,North,Emma Davis,Bank Transfer,Individual
2023-01-25,Lamp,Furniture,215.55,4,862.2,0.0,East,David Brown,Credit Card,Government
2023-01-26,Mouse,Accessories,57.71,4,230.84,0.0,West,Jennifer Martinez,Credit Card,Small Business
2023-01-26,Bookshelf,Furniture,217.61,3,652.83,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-01-26,USB Drive,Accessories,145.02,5,725.1,0.0,East,David Brown,Debit Card,Corporate
2023-01-26,USB Drive,Accessories,83.4,4,333.6,0.0,West,Robert Taylor,PayPal,Small Business
2023-01-26,Tablet,Electronics,871.93,2,1621.79,0.07,East,David Brown,Debit Card,Individual
2023-01-26,Headphones,Electronics,577.91,5,2687.28,0.07,East,David Brown,Bank Transfer,Small Business
2023-01-26,Lamp,Furniture,100.11,5,500.55,0.0,East,David Brown,Credit Card,Small Business
2023-01-26,Tablet,Electronics,1516.13,5,6670.97,0.12,North,Emma Davis,Credit Card,Small Business
2023-01-26,Desk Organizer,Office Supplies,8.75,4,35.0,0.0,West,Robert Taylor,Credit Card,Government
2023-01-26,Desk Organizer,Office Supplies,32.58,5,143.35,0.12,West,Jennifer Martinez,Debit Card,Small Business
2023-01-26,Desk,Furniture,295.87,5,1479.35,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-01-27,Headphones,Electronics,733.26,5,3666.3,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-01-27,Bookshelf,Furniture,277.76,4,1111.04,0.0,North,Emma Davis,PayPal,Government
2023-01-27,Tablet,Electronics,899.24,3,2427.95,0.1,East,David Brown,Credit Card,Corporate
2023-01-27,Lamp,Furniture,345.34,4,1381.36,0.0,South,Michael Johnson,Credit Card,Individual
2023-01-27,Laptop,Electronics,1159.9,5,5799.5,0.0,North,Emma Davis,Credit Card,Government
2023-01-27,Filing Cabinet,Furniture,559.65,5,2770.27,0.01,West,Robert Taylor,PayPal,Government
2023-01-27,Laptop,Electronics,1267.3,1,1115.22,0.12,North,Emma Davis,Credit Card,Individual
2023-01-28,Laptop Bag,Accessories,71.23,2,142.46,0.0,North,Emma Davis,Bank Transfer,Individual
2023-01-28,Bookshelf,Furniture,483.29,4,1933.16,0.0,South,Sarah Wilson,Debit Card,Government
2023-01-28,Smartwatch,Electronics,1586.33,3,4758.99,0.0,West,Jennifer Martinez,Debit Card,Government
2023-01-28,Headphones,Electronics,908.49,2,1671.62,0.08,South,Michael Johnson,PayPal,Individual
2023-01-28,Mouse,Accessories,16.2,4,57.67,0.11,West,Jennifer Martinez,Credit Card,Individual
2023-01-28,Desk Organizer,Office Supplies,5.22,4,20.88,0.0,West,Robert Taylor,Credit Card,Government
2023-01-28,Office Chair,Furniture,523.48,4,2093.92,0.0,South,Michael Johnson,Bank Transfer,Government
2023-01-28,Laptop Bag,Accessories,99.99,2,185.98,0.07,West,Robert Taylor,Bank Transfer,Corporate
2023-01-28,Stapler,Office Supplies,14.36,4,56.87,0.01,North,Emma Davis,Credit Card,Government
2023-01-28,Bookshelf,Furniture,351.99,2,703.98,0.0,North,John Smith,Debit Card,Corporate
2023-01-28,Smartphone,Electronics,1341.03,4,5364.12,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-01-29,Headphones,Electronics,1810.06,4,7240.24,0.0,South,Sarah Wilson,Bank Transfer,Government
2023-01-29,Keyboard,Accessories,92.8,1,92.8,0.0,North,John Smith,Debit Card,Government
2023-01-29,Smartwatch,Electronics,418.17,3,1254.51,0.0,South,Sarah Wilson,Debit Card,Small Business
2023-01-29,Smartwatch,Electronics,1898.64,1,1898.64,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-01-29,Paper Clips,Office Supplies,25.33,4,101.32,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-01-29,Paper Clips,Office Supplies,22.61,1,22.61,0.0,North,John Smith,PayPal,Government
2023-01-29,Monitor Stand,Accessories,121.87,2,243.74,0.0,East,Lisa Anderson,PayPal,Corporate
2023-01-29,Paper Clips,Office Supplies,12.55,2,21.34,0.15,South,Sarah Wilson,PayPal,Individual
2023-01-29,Notebook,Office Supplies,21.86,5,109.3,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-01-29,Laptop,Electronics,1221.14,5,6105.7,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-01-30,Desk,Furniture,167.42,2,334.84,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-01-30,Bookshelf,Furniture,458.63,2,917.26,0.0,North,Emma Davis,Credit Card,Individual
2023-01-30,Mouse,Accessories,59.51,4,238.04,0.0,North,John Smith,PayPal,Government
2023-01-30,Laptop Bag,Accessories,72.71,3,218.13,0.0,East,Lisa Anderson,Debit Card,Small Business
2023-01-30,Bookshelf,Furniture,262.88,4,1051.52,0.0,South,Michael Johnson,Credit Card,Government
2023-01-30,Filing Cabinet,Furniture,111.55,5,557.75,0.0,West,Robert Taylor,Credit Card,Government
2023-01-30,Monitor Stand,Accessories,66.15,4,264.6,0.0,South,Sarah Wilson,Debit Card,Individual
2023-01-30,Bookshelf,Furniture,250.52,3,751.56,0.0,North,John Smith,PayPal,Small Business
2023-01-30,USB Drive,Accessories,82.78,5,413.9,0.0,South,Sarah Wilson,Credit Card,Individual
2023-01-31,USB Drive,Accessories,49.06,5,245.3,0.0,East,Lisa Anderson,Credit Card,Small Business
2023-01-31,Filing Cabinet,Furniture,466.32,1,466.32,0.0,South,Sarah Wilson,Debit Card,Individual
2023-01-31,Smartphone,Electronics,975.45,3,2926.35,0.0,West,Robert Taylor,Bank Transfer,Government
2023-01-31,Paper Clips,Office Supplies,5.85,1,5.85,0.0,South,Michael Johnson,Credit Card,Government
2023-01-31,Pen Set,Office Supplies,8.7,2,17.4,0.0,South,Sarah Wilson,PayPal,Government
2023-01-31,Desk Organizer,Office Supplies,22.5,2,42.75,0.05,South,Michael Johnson,PayPal,Government
2023-01-31,Bookshelf,Furniture,586.08,1,533.33,0.09,South,Michael Johnson,Bank Transfer,Government
2023-02-01,Filing Cabinet,Furniture,225.82,2,451.64,0.0,South,Michael Johnson,PayPal,Small Business
2023-02-01,Pen Set,Office Supplies,28.29,2,56.58,0.0,East,Lisa Anderson,Debit Card,Corporate
2023-02-01,Office Chair,Furniture,138.44,1,128.75,0.07,West,Jennifer Martinez,PayPal,Government
2023-02-01,Tablet,Electronics,449.02,4,1580.55,0.12,East,David Brown,Credit Card,Corporate
2023-02-01,Monitor Stand,Accessories,143.74,1,143.74,0.0,North,Emma Davis,Debit Card,Corporate
2023-02-01,Notebook,Office Supplies,27.88,4,111.52,0.0,East,,Debit Card,Government
2023-02-01,Bookshelf,Furniture,237.48,1,237.48,0.0,South,Sarah Wilson,PayPal,Government
2023-02-01,Monitor Stand,Accessories,69.99,4,271.56,0.03,North,John Smith,Debit Card,Individual
2023-02-01,Tablet,Electronics,387.7,2,775.4,0.0,East,David Brown,PayPal,Government
2023-02-01,Paper Clips,Office Supplies,7.22,1,6.93,0.04,East,Lisa Anderson,Credit Card,Government
2023-02-01,USB Drive,Accessories,126.94,3,380.82,0.0,West,Robert Taylor,Credit Card,Government
2023-02-01,Headphones,Electronics,1097.66,1,987.89,0.1,West,Robert Taylor,Bank Transfer,Individual
2023-02-01,Lamp,Furniture,138.01,3,356.07,0.14,North,Emma Davis,Credit Card,Government
2023-02-01,Laptop,Electronics,645.81,3,1937.43,0.0,West,Robert Taylor,PayPal,Corporate
2023-02-02,Laptop Bag,Accessories,104.11,2,206.14,0.01,North,John Smith,Bank Transfer,Individual
2023-02-02,Lamp,Furniture,586.1,3,1758.3,0.0,North,John Smith,Bank Transfer,Corporate
2023-02-02,Laptop Bag,Accessories,86.29,5,431.45,0.0,West,Robert Taylor,Bank Transfer,Small Business
2023-02-02,Bookshelf,Furniture,296.42,1,296.42,0.0,West,Robert Taylor,Debit Card,Small Business
2023-02-02,USB Drive,Accessories,93.09,1,93.09,0.0,East,Lisa Anderson,Bank Transfer,Corporate
2023-02-02,Monitor Stand,Accessories,53.3,4,213.2,0.0,South,Michael Johnson,Debit Card,Small Business
2023-02-02,Desk,Furniture,279.91,4,1119.64,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-02-02,Bookshelf,Furniture,469.24,2,938.48,0.0,North,Emma Davis,Credit Card,Individual
2023-02-02,Monitor Stand,Accessories,37.23,5,186.15,0.0,South,Michael Johnson,PayPal,Individual
2023-02-02,Laptop,Electronics,926.05,1,926.05,0.0,North,Emma Davis,Debit Card,Government
2023-02-02,Mouse,Accessories,95.43,2,190.86,0.0,East,David Brown,Credit Card,Corporate
2023-02-02,Desk,Furniture,539.8,4,1835.32,0.15,East,David Brown,Credit Card,Individual
2023-02-02,Tablet,Electronics,1549.3,4,6197.2,0.0,East,David Brown,Bank Transfer,Government
2023-02-02,Stapler,Office Supplies,28.87,1,28.87,0.0,North,John Smith,PayPal,Government
2023-02-02,Filing Cabinet,Furniture,116.93,1,116.93,0.0,West,Robert Taylor,Bank Transfer,Individual
2023-02-03,Tablet,Electronics,1021.47,3,3064.41,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-02-03,Stapler,Office Supplies,40.58,5,202.9,0.0,South,Sarah Wilson,Debit Card,Small Business
2023-02-03,Desk Organizer,Office Supplies,47.53,3,142.59,0.0,South,Michael Johnson,Debit Card,Corporate
2023-02-03,Laptop,Electronics,1306.07,3,3918.21,0.0,North,Emma Davis,Credit Card,Corporate
2023-02-03,Desk Organizer,Office Supplies,21.62,1,21.62,0.0,West,Jennifer Martinez,Bank Transfer,Government
2023-02-03,Laptop,Electronics,1039.21,2,2078.42,0.0,North,John Smith,Bank Transfer,Corporate
2023-02-03,Desk,Furniture,479.48,4,1917.92,0.0,East,David Brown,PayPal,Government
2023-02-03,USB Drive,Accessories,113.7,2,227.4,0.0,South,Michael Johnson,,Government
2023-02-03,Bookshelf,Furniture,289.87,2,579.74,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-02-03,Laptop Bag,Accessories,37.69,4,150.76,0.0,North,Emma Davis,PayPal,Individual
2023-02-03,Laptop,Electronics,447.1,2,894.2,0.0,South,Michael Johnson,Credit Card,Small Business
2023-02-03,Smartwatch,Electronics,1138.95,2,2027.33,0.11,South,Sarah Wilson,PayPal,Small Business
2023-02-04,Laptop Bag,Accessories,75.45,2,150.9,0.0,East,Lisa Anderson,Credit Card,Small Business
2023-02-04,Bookshelf,Furniture,216.55,2,433.1,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-02-04,Notebook,Office Supplies,39.48,2,78.96,0.0,North,John Smith,PayPal,Government
2023-02-04,Notebook,Office Supplies,17.67,1,17.67,0.0,South,Sarah Wilson,Debit Card,Corporate
2023-02-04,Desk,Furniture,526.09,2,957.48,0.09,North,Emma Davis,PayPal,Government
2023-02-04,Desk Organizer,Office Supplies,33.93,3,101.79,0.0,South,Sarah Wilson,Bank Transfer,Government
2023-02-04,Laptop,Electronics,1787.77,2,3504.03,0.02,East,David Brown,Debit Card,Small Business
2023-02-04,Bookshelf,Furniture,437.87,3,1169.11,0.11,East,,Debit Card,Individual
2023-02-04,Pen Set,Office Supplies,8.07,3,24.21,0.0,West,Jennifer Martinez,Debit Card,Government
2023-02-04,Headphones,Electronics,641.57,2,1283.14,0.0,East,David Brown,Debit Card,Individual
2023-02-04,Headphones,Electronics,663.24,1,570.39,0.14,North,John Smith,Debit Card,Government
2023-02-04,Desk,Furniture,402.45,5,2012.25,0.0,West,Jennifer Martinez,Debit Card,Government
2023-02-04,Monitor Stand,Accessories,108.03,1,108.03,0.0,West,Robert Taylor,Debit Card,Corporate
2023-02-05,Monitor Stand,Accessories,108.49,2,216.98,0.0,West,Robert Taylor,Bank Transfer,Small Business
2023-02-05,Laptop Bag,Accessories,55.8,4,220.97,0.01,East,David Brown,PayPal,Corporate
2023-02-05,Laptop,Electronics,819.08,1,819.08,0.0,South,Michael Johnson,Debit Card,Corporate
2023-02-05,Bookshelf,Furniture,158.88,1,158.88,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-02-05,Laptop,Electronics,873.28,1,873.28,0.0,West,Robert Taylor,Debit Card,Individual
2023-02-05,Laptop Bag,Accessories,117.94,2,235.88,0.0,East,David Brown,PayPal,Government
2023-02-05,Notebook,Office Supplies,11.39,5,52.96,0.07,East,David Brown,Debit Card,Small Business
2023-02-05,Laptop,Electronics,999.54,4,3998.16,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-02-05,Stapler,Office Supplies,12.04,2,21.43,0.11,East,David Brown,Credit Card,Small Business
2023-02-05,Stapler,Office Supplies,17.81,4,71.24,0.0,East,Lisa Anderson,Debit Card,Corporate
2023-02-05,Pen Set,Office Supplies,22.72,2,39.53,0.13,North,Emma Davis,PayPal,Government
2023-02-05,Lamp,Furniture,530.44,5,2652.2,0.0,East,David Brown,PayPal,Individual
2023-02-05,Desk,Furniture,346.11,1,301.12,0.13,South,Sarah Wilson,,Government
2023-02-05,Mouse,Accessories,93.37,1,93.37,0.0,West,Jennifer Martinez,PayPal,Government
2023-02-06,USB Drive,Accessories,45.29,1,41.67,0.08,South,Michael Johnson,Credit Card,Government
2023-02-06,Desk,Furniture,514.94,1,499.49,0.03,West,Jennifer Martinez,PayPal,Corporate
2023-02-06,Stapler,Office Supplies,7.18,3,21.54,0.0,South,Michael Johnson,PayPal,Small Business
2023-02-06,Office Chair,Furniture,270.84,2,541.68,0.0,East,David Brown,Credit Card,Individual
2023-02-06,Notebook,Office Supplies,11.11,5,55.55,0.0,West,Robert Taylor,Credit Card,Government
2023-02-06,Lamp,Furniture,127.29,3,381.87,0.0,South,Sarah Wilson,Bank Transfer,Government
2023-02-06,Laptop,Electronics,766.35,3,2161.11,0.06,North,John Smith,Bank Transfer,Government
2023-02-06,Laptop,Electronics,1369.05,4,5257.15,0.04,North,Emma Davis,PayPal,Government
2023-02-06,Laptop,Electronics,1327.72,1,1301.17,0.02,East,Lisa Anderson,PayPal,Small Business
2023-02-06,Laptop,Electronics,1828.05,3,4880.89,0.11,South,Sarah Wilson,PayPal,Corporate
2023-02-06,Desk,Furniture,117.26,3,351.78,0.0,West,Robert Taylor,PayPal,Small Business
2023-02-06,Desk Organizer,Office Supplies,22.1,4,77.79,0.12,North,Emma Davis,Bank Transfer,Small Business
2023-02-06,Mouse,Accessories,101.07,2,202.14,0.0,North,Emma Davis,Bank Transfer,Individual
2023-02-06,Headphones,Electronics,371.9,1,371.9,0.0,North,John Smith,Credit Card,Corporate
2023-02-07,Headphones,Electronics,1297.69,4,5190.76,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-02-07,Filing Cabinet,Furniture,333.19,4,1332.76,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-02-07,Keyboard,Accessories,137.46,2,274.92,0.0,North,John Smith,Bank Transfer,Individual
2023-02-07,Monitor Stand,Accessories,27.27,1,27.27,0.0,South,Michael Johnson,Credit Card,Corporate
2023-02-07,Headphones,Electronics,961.12,4,3729.15,0.03,East,David Brown,Bank Transfer,Corporate
2023-02-07,Desk,Furniture,461.43,3,1259.7,0.09,North,John Smith,Debit Card,Small Business
2023-02-07,Office Chair,Furniture,204.22,5,1021.1,0.0,South,Michael Johnson,Credit Card,Government
2023-02-07,Lamp,Furniture,238.54,2,477.08,0.0,East,David Brown,Debit Card,Government
2023-02-07,Laptop,Electronics,1308.13,4,5232.52,0.0,South,,Bank Transfer,Small Business
2023-02-07,Mouse,Accessories,63.37,4,253.48,0.0,South,Sarah Wilson,Bank Transfer,Individual
2023-02-08,Laptop Bag,Accessories,129.9,3,389.7,0.0,North,Emma Davis,Debit Card,Small Business
2023-02-08,Headphones,Electronics,1856.07,3,5568.21,0.0,West,Robert Taylor,PayPal,Corporate
2023-02-08,Office Chair,Furniture,283.72,1,255.35,0.1,South,Sarah Wilson,Credit Card,Corporate
2023-02-08,Pen Set,Office Supplies,14.55,3,43.65,0.0,North,Emma Davis,Debit Card,Government
2023-02-08,Smartphone,Electronics,1363.82,5,6819.1,0.0,North,John Smith,Debit Card,Government
2023-02-08,Laptop Bag,Accessories,140.15,2,280.3,0.0,North,Emma Davis,Credit Card,Individual
2023-02-08,Desk,Furniture,466.83,3,1400.49,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-02-08,Monitor Stand,Accessories,89.91,4,316.48,0.12,East,Lisa Anderson,Bank Transfer,Government
2023-02-08,Monitor Stand,Accessories,102.54,4,410.16,0.0,North,Emma Davis,Credit Card,Government
2023-02-08,Stapler,Office Supplies,21.24,1,21.24,0.0,East,David Brown,Credit Card,Small Business
2023-02-08,Smartwatch,Electronics,1626.86,5,8134.3,0.0,East,David Brown,Bank Transfer,Government
2023-02-08,Lamp,Furniture,440.1,2,880.2,0.0,North,Emma Davis,PayPal,Small Business
2023-02-08,Mouse,Accessories,57.03,2,104.94,0.08,West,Robert Taylor,PayPal,Small Business
2023-02-08,USB Drive,Accessories,94.33,3,243.37,0.14,East,Lisa Anderson,Debit Card,Government
2023-02-08,Pen Set,Office Supplies,26.05,2,52.1,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-02-09,Headphones,Electronics,1707.89,5,8539.45,0.0,West,Robert Taylor,Credit Card,Government
2023-02-09,Filing Cabinet,Furniture,307.18,5,1535.9,0.0,North,John Smith,Debit Card,Corporate
2023-02-09,Smartphone,Electronics,595.5,5,2530.88,0.15,East,David Brown,Credit Card,Individual
2023-02-09,Stapler,Office Supplies,32.46,3,97.38,0.0,West,Robert Taylor,PayPal,Small Business
2023-02-09,USB Drive,Accessories,103.09,4,367.0,0.11,South,Sarah Wilson,Bank Transfer,Small Business
2023-02-09,Keyboard,Accessories,20.45,5,102.25,0.0,North,Emma Davis,Credit Card,Government
2023-02-09,Keyboard,Accessories,111.77,5,514.14,0.08,East,David Brown,Bank Transfer,Government
2023-02-10,Lamp,Furniture,222.49,3,667.47,0.0,North,John Smith,Bank Transfer,Government
2023-02-10,Laptop Bag,Accessories,118.85,1,118.85,0.0,West,Jennifer Martinez,PayPal,Government
2023-02-10,Tablet,Electronics,1760.39,2,3309.53,0.06,East,Lisa Anderson,Bank Transfer,Government
2023-02-10,Desk,Furniture,174.61,4,698.44,0.0,South,Sarah Wilson,Debit Card,Corporate
2023-02-10,Stapler,Office Supplies,26.35,1,26.35,0.0,North,John Smith,Bank Transfer,Corporate
2023-02-10,Desk,Furniture,236.42,5,1182.1,0.0,North,John Smith,Credit Card,Small Business
2023-02-10,Bookshelf,Furniture,177.99,1,177.99,0.0,South,Sarah Wilson,Debit Card,Government
2023-02-10,Paper Clips,Office Supplies,30.85,5,154.25,0.0,North,John Smith,Debit Card,Small Business
2023-02-10,Smartwatch,Electronics,1822.26,2,3352.96,0.08,West,Jennifer Martinez,Bank Transfer,Small Business
2023-02-10,Lamp,Furniture,543.34,2,1086.68,0.0,East,David Brown,Debit Card,Small Business
2023-02-10,Paper Clips,Office Supplies,47.0,3,141.0,0.0,North,John Smith,Credit Card,Government
2023-02-11,Laptop,Electronics,1376.17,1,1376.17,0.0,South,Michael Johnson,Debit Card,Government
2023-02-11,Laptop,Electronics,556.99,3,1670.97,0.0,North,Emma Davis,PayPal,Individual
2023-02-11,USB Drive,Accessories,120.83,2,241.66,0.0,North,John Smith,Debit Card,Government
2023-02-11,Pen Set,Office Supplies,23.17,5,115.85,0.0,North,,PayPal,Small Business
2023-02-11,Smartphone,Electronics,1886.44,1,1886.44,0.0,East,Lisa Anderson,Credit Card,Small Business
2023-02-11,Keyboard,Accessories,61.01,4,239.16,0.02,North,John Smith,Debit Card,Individual
2023-02-11,Bookshelf,Furniture,495.22,5,2476.1,0.0,North,Emma Davis,Bank Transfer,Individual
2023-02-11,Smartphone,Electronics,1541.13,5,7397.42,0.04,North,Emma Davis,PayPal,Small Business
2023-02-11,Lamp,Furniture,599.13,2,1198.26,0.0,East,David Brown,Bank Transfer,Small Business
2023-02-11,Smartwatch,Electronics,323.43,2,646.86,0.0,West,Robert Taylor,PayPal,Government
2023-02-11,Laptop,Electronics,774.96,1,774.96,0.0,East,David Brown,Credit Card,Government
2023-02-12,Laptop Bag,Accessories,54.93,5,255.42,0.07,West,Robert Taylor,Debit Card,Small Business
2023-02-12,Tablet,Electronics,1617.26,4,6469.04,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-02-12,Smartwatch,Electronics,1733.12,4,6932.48,0.0,East,David Brown,Debit Card,Individual
2023-02-12,Monitor Stand,Accessories,83.95,2,167.9,0.0,West,Jennifer Martinez,Debit Card,Government
2023-02-12,Lamp,Furniture,560.5,3,1681.5,0.0,East,David Brown,Bank Transfer,Small Business
2023-02-13,Mouse,Accessories,21.38,3,64.14,0.0,South,Sarah Wilson,Credit Card,Government
2023-02-13,Office Chair,Furniture,267.06,2,486.05,0.09,East,David Brown,Bank Transfer,Corporate
2023-02-13,Headphones,Electronics,1043.6,2,2087.2,0.0,West,Jennifer Martinez,Debit Card,Small Business
2023-02-13,Pen Set,Office Supplies,41.87,4,167.48,0.0,East,David Brown,Credit Card,Government
2023-02-13,USB Drive,Accessories,63.07,5,315.35,0.0,North,John Smith,Credit Card,Small Business
2023-02-13,Pen Set,Office Supplies,10.02,2,20.04,0.0,East,Lisa Anderson,PayPal,Small Business
2023-02-13,USB Drive,Accessories,62.92,5,314.6,0.0,South,Sarah Wilson,PayPal,Small Business
2023-02-13,Mouse,Accessories,72.22,2,144.44,0.0,East,David Brown,Debit Card,Government
2023-02-13,Laptop,Electronics,456.01,4,1824.04,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-02-13,USB Drive,Accessories,140.1,2,280.2,0.0,South,,PayPal,Small Business
2023-02-13,Bookshelf,Furniture,418.09,1,418.09,0.0,South,Sarah Wilson,Bank Transfer,Government
